,GSM2356843,GSM2356844,GSM2356845,GSM2356849,GSM2356850,GSM2356851,GSM2356855,GSM2356856,GSM2356857,GSM2356846,GSM2356847,GSM2356848,GSM2356852,GSM2356853,GSM2356854,GSM2356858,GSM2356859
C11orf58,9.477364118,9.387509412,9.576032353,9.385742941,9.366934118,9.391414706,9.393516471,9.457955294,9.69608,9.254895588,9.022446471,9.158970588,9.326579412,9.349807059,9.440343529,9.252838824,9.411296471
C8orf33,7.480175882,7.636039412,7.647607059,7.507632941,7.429034118,7.532202353,7.549551765,7.515877647,7.683251176,7.057958235,7.198637059,7.118545294,7.689768235,7.854442941,7.810724118,7.98346,7.843752941
C9orf85,7.99063,7.942777059,8.01788,8.060661176,7.984817647,7.982228824,7.771698824,8.018552941,8.229906471,7.30622,7.420738235,7.449797059,7.255981765,7.31124,7.390287647,8.004741765,7.963073529
KIAA1143,9.109586765,9.072683529,9.14242,9.114008235,8.973957059,9.109416471,8.992333529,9.097527059,9.280142353,8.352781176,8.295524118,8.329278235,8.638486471,8.654508824,8.683191765,8.828470588,8.90756
C6orf120,6.735276176,6.853235294,7.052707941,6.880669412,6.643845294,6.749857647,6.650364706,6.776865294,6.789307647,6.763253529,6.719352941,6.441649412,7.019256471,7.092346471,6.799676471,6.689587059,6.904247647
C19orf12,7.915802353,7.858777059,7.910258824,8.027271765,7.995765882,7.929538824,7.855209412,7.915101176,7.765182941,7.721700588,7.611885,7.727141176,7.713335882,7.586625882,7.811846471,8.169560588,8.084672353
C15orf39,6.829717647,6.911594118,6.847903529,6.911385294,6.920806471,6.869801765,7.015369412,6.816738824,6.804410588,6.813915294,6.708465294,6.798363529,6.76959,7.136390588,6.821889706,7.082367059,6.895212941
C22orf23,6.203602353,6.181469412,6.433334706,6.031704118,5.860325294,5.970392941,5.861385882,6.161271765,5.762395882,6.265695294,6.357011471,6.100406471,6.168694706,6.152555882,6.117924412,6.278424118,6.124439412
C2orf74,2.327075882,2.568741176,2.534064706,2.394117647,2.164266471,2.539817647,2.507327941,2.405851176,2.438524118,2.297862353,2.150351765,2.336295,2.559768824,2.232472941,2.156711765,2.48454,2.500061176
C3orf62,3.413651765,3.687273529,3.357364118,3.646287647,3.458521765,3.671861765,3.505064118,3.226443529,3.476572941,4.316742941,4.235706471,3.989669412,3.997625882,4.248066471,4.448909412,3.893040588,3.655626471
C14orf119,7.974441176,8.069641765,7.85217,8.110871471,8.048953529,8.114952353,7.998421765,8.020678529,8.020602941,7.993426471,8.019268235,7.981455294,8.179775882,8.155975294,8.126493529,8.433977059,8.390371765
CXorf38,6.299059412,6.353589412,6.507278824,6.559897647,6.652783529,6.682132941,6.477002353,6.546627647,6.753651471,6.510568824,5.988677059,6.059155588,6.370564118,5.964667647,6.17837,5.671627059,5.992193529
C11orf86,3.867564706,3.758524706,3.936285294,3.909615882,4.026861176,4.095778824,3.815371765,4.055791176,3.866834118,3.871864118,3.681576471,3.930004706,3.919971765,3.993797059,3.729096471,3.931789118,3.950868235
C12orf43,9.286557059,9.10478,9.223082941,9.225691765,9.254451765,9.196258824,9.254048824,9.245724706,9.135995882,8.88318,8.831352353,9.01621,8.652288235,8.723961765,8.737821471,8.506817059,8.719671765
C19orf25,7.469317647,7.593564706,7.521799706,7.521508824,7.537461176,7.531268235,7.559433529,7.577454118,7.595562353,7.42479,7.483452941,7.405308235,7.498958824,7.436132353,7.458664118,7.724862353,7.66545
C19orf47,5.992111765,6.040304412,5.928101176,5.956604706,5.980982941,5.932383529,6.064395294,5.983144118,5.801708824,5.855284118,5.713795294,5.851452353,5.865063529,5.89755,5.974830588,6.493462941,6.311463529
C11orf52,5.257401765,4.594214706,5.002526471,5.026735294,4.975959412,4.595795882,4.745031765,4.908580588,4.542942353,4.742248235,5.182254412,4.390860588,5.055024706,4.725848235,4.988200588,5.022099412,5.105581176
C1orf35,7.467721176,7.535645294,7.418494706,7.515275,7.524645882,7.481450588,7.463494118,7.427579412,7.334304706,7.825770588,7.568864706,7.771388235,7.504584118,7.545287059,7.511915882,7.496152941,7.311900588
C6orf58,3.681704706,3.734581765,3.656751176,3.821026471,3.831986471,3.762738824,3.701327059,3.760097647,3.776391176,3.738142941,3.663468235,3.61854,3.916354118,3.964102353,3.728626176,3.736622059,3.696141176
C1orf52,9.028732353,9.106742941,9.047075882,9.088388824,9.093433529,9.060285294,9.113487647,9.036448824,9.169377059,9.302404118,9.264184706,9.213084118,9.376530588,9.365575882,9.295604706,9.457607059,9.297666471
C22orf39,6.624267647,6.583905882,6.686144706,6.625198824,6.589601765,6.576832941,6.619680588,6.642465294,6.284710588,6.269667059,6.327779412,6.410227647,6.030588824,6.232884706,6.165671176,6.337305882,6.380807647
C3orf70,9.386637647,9.266308235,9.274338235,9.398494706,9.403121765,9.351668235,9.299683235,9.197994706,9.499694118,9.283168824,9.452613529,9.333564118,9.418730588,9.480164118,9.361434706,9.553514118,9.526846471
KIAA2013,8.789042941,8.693435882,8.656757647,8.856564118,8.718303529,8.710857647,8.441403529,8.568294706,8.80459,8.636083529,8.469254706,8.421833529,8.95018,8.525927647,8.614546176,8.849274118,9.03837
C1orf210,3.318813529,3.296077647,3.31225,3.371068235,3.049736471,3.249924118,3.307618824,3.159983529,3.273867059,3.354653529,3.265255882,3.350542941,3.127610588,3.060947647,3.35748,3.312826471,3.068246471
C18orf21,6.991753529,7.144525882,7.29486,7.144734706,7.048216471,7.28523,7.181169412,7.240750588,7.38524,6.905630588,6.93715,6.749759412,7.245331176,7.345292353,7.287272353,7.442639412,7.299632353
C2orf72,6.476705294,6.882651176,6.528115882,6.553192059,6.543621765,6.500071176,6.987885294,6.867674118,7.024617059,6.494187647,6.417609412,6.380156471,6.019652353,6.140792941,6.094014118,7.200111176,6.977199412
C2orf76,5.822048235,6.072727647,5.951617647,6.17837,5.935550588,6.15133,6.062561765,6.055095882,5.999824706,5.70556,5.745978824,5.902758235,5.995038824,5.94761,6.211472353,6.417527059,6.335241765
C15orf40,6.739912941,6.668233529,6.667887059,6.937803529,6.737851765,6.596001765,6.626107647,6.765096471,6.814451765,6.225805882,6.533218235,6.522947647,6.289847059,6.274094118,6.497218824,6.391994118,6.432244118
C5orf34,6.812954118,6.793877647,6.812035294,6.870258235,6.930802353,7.040538824,6.742634118,6.834986471,7.220320588,6.662914118,6.645843529,6.807879412,6.621792941,6.314235,6.600123824,5.899070294,6.256409412
KIAA1191,7.585288235,7.703304118,8.06144,8.042531176,7.964992941,8.043592353,8.042875882,7.957645294,8.16491,7.674180588,7.404074118,7.492748824,7.652533529,7.270842941,7.432966471,6.217825294,6.854587059
C16orf87,8.865263529,8.722865294,8.751964706,8.689514118,8.73829,8.563462353,8.705306471,8.752118824,8.681313529,8.076842059,8.308358235,8.297618529,8.635158235,8.713321765,8.572964118,8.204276471,8.083891176
C3orf38,7.392443529,7.558724118,7.328366471,7.542875882,7.305591765,7.500839412,7.55338,7.428177059,7.523133824,7.653259412,7.540485882,7.763075882,7.817724706,8.016545882,7.905788529,8.105741765,7.828289412
C11orf54,8.381629412,8.224454706,8.277535882,8.209381765,8.292414706,8.192157647,8.212193529,8.295524118,8.493208235,8.133464706,8.175273529,8.160333529,7.874898235,7.899334118,8.051000588,8.002377647,8.173442059
KIAA0930,8.457527647,8.526441765,8.60401,8.481471471,8.505819412,8.658821765,8.375215294,8.380895882,8.329971176,8.54043,8.695190588,8.624021765,8.522014118,8.698034118,8.747701176,8.766574118,8.520702353
C5orf22,4.739543529,5.031048824,5.125768235,5.44049,5.143081176,5.366975882,5.145442353,5.173578235,5.957815294,4.821996471,4.959054118,4.617282941,4.992476471,4.84674,4.740918824,5.416400588,5.385145882
KIAA0513,10.80484118,10.72430588,10.86065294,10.74647647,10.88469706,10.87871765,10.94699412,10.89922353,10.79006176,10.65,10.65,10.7656,10.23830588,10.13209412,10.33834706,10.1587,10.23337059
C8orf76,7.126947059,7.136684118,7.401101176,7.309564706,7.321150588,7.395576471,7.420939412,7.204039412,7.676464706,7.278407059,7.323257059,7.177835882,7.475715882,7.700958824,7.806794706,7.232846471,7.568532353
C1orf159,8.032224706,8.139136471,8.114416471,8.142092941,8.146849412,8.232876471,8.151593529,8.197211765,8.236529412,7.639002941,7.636828824,7.671590588,7.693675,7.782685294,7.606395882,8.335181176,8.125417647
C5orf15,5.968625294,5.81264,5.855114706,5.867404118,5.997934706,6.147711176,6.175270588,6.066153235,5.77517,5.702177647,5.719725882,5.750333529,5.611721176,5.476732941,5.767217647,5.770586471,5.853128824
ASIP,9.36499,9.311012353,9.41968,9.314960588,9.188764118,9.197208824,9.329672941,9.338571765,9.171884706,9.287784118,9.50784,9.122998235,9.447664118,9.212758824,9.474948235,9.378076471,9.466823529
A2M,3.354055882,3.437039412,3.371353529,3.543358824,3.259175294,3.231067647,3.247470588,3.365086471,3.407376176,3.308322941,3.541258824,3.508709412,3.311068235,3.310100588,3.105710588,3.666050588,3.387255882
C1orf174,6.941755882,6.438145294,6.685452353,7.472672353,6.817722941,6.734182941,7.151749412,7.431745882,7.997495882,7.432298824,8.060826471,7.052211765,8.536713529,7.704133235,8.184362353,7.87672,8.842444118
A4GALT,7.711045882,7.712765294,7.586341471,7.659556471,7.667489118,7.732698529,7.820358235,7.710616471,7.911279412,7.284837059,7.401101176,7.217771765,7.584428235,7.665757647,7.548354118,7.935416471,7.831860588
C11orf91,3.000417059,3.239836471,3.128591176,2.791079412,2.834188824,3.101859412,3.101764118,3.172311765,2.939352941,3.215424118,3.043917647,3.122898824,3.126172941,3.060947647,3.266299412,3.061401176,3.218488235
AAAS,2.939525882,3.093384412,2.98742,2.958864118,3.181601176,3.138541765,3.108359412,3.113932353,2.851696471,3.063587059,3.139831176,3.265864706,2.917214118,3.250631176,2.978302941,2.945328824,3.095287059
AACS,6.963590588,6.939345882,6.845764118,6.871984706,6.749419412,6.899529118,6.787011176,6.910979118,6.688963529,6.617684706,6.498015882,6.818284706,6.607337059,6.460377059,6.593110588,7.188511176,6.994028824
AADAC,7.482674412,7.431601176,7.460832941,7.467971765,7.513347059,7.455300588,7.714464706,7.556925882,7.295354706,7.463494118,7.436281176,7.475465882,7.260439412,7.384942353,7.420408824,7.808013529,7.610985294
AADAT,3.473104118,3.54138,3.480677059,3.304849412,3.355575294,3.074727647,3.503155294,3.46243,3.434801176,3.414303529,3.417412353,3.28186,3.388695882,3.583384412,3.392690588,3.194863529,3.245649412
AAGAB,4.794767647,4.666495882,4.86965,4.609802941,4.871908235,4.534665294,4.816563529,4.883796471,4.675002941,4.571033824,4.496982647,4.877328824,4.765545882,4.623604118,4.712155294,5.171977647,4.974870588
AAK1,7.962377647,7.887594706,7.813442941,7.869224706,7.961538235,7.888939412,7.919032353,7.935775882,7.899127647,7.726457647,7.673041176,7.668528235,7.848714118,7.907914118,7.797311176,8.023747647,7.869438235
AAMDC,5.148005294,5.074123529,5.292257941,5.256427647,5.423245294,5.331027647,5.32515,5.216122353,5.907387647,5.100791176,5.022809412,4.930117647,5.118847647,5.158664118,5.119277059,4.527465882,4.812578824
AAMP,8.361774118,8.430430588,8.383989118,8.436560588,8.321943529,8.346732941,8.376364118,8.272884118,8.455831176,8.46591,8.36973,8.490454118,8.197211765,8.198345882,8.139924118,7.979534706,7.881284118
AANAT,10.09356471,9.986172353,10.00058235,10.00770176,10.04356941,10.13451176,10.12078235,10.11731765,10.0886,9.965052941,9.986172353,9.838930588,9.945465882,9.872217059,10.06996412,9.717681765,9.912897059
AAR2,4.58826,4.580225294,4.543614706,4.717212353,4.544818235,4.887610588,4.616614118,4.572860588,4.604401176,4.506186471,4.599835882,4.670731176,4.709901765,4.686442353,4.618966471,4.210725882,4.738007059
AARD,7.321528235,7.316557059,7.294025882,7.360102353,7.259881176,7.205733529,7.340707059,7.299632353,7.118982059,7.125147059,7.131801765,7.092715588,7.285568235,6.979818824,7.245910588,7.203469412,7.283531176
AARS1,6.532865882,6.238153529,6.52237,6.136866471,6.499590588,6.357579118,6.311611765,6.320598824,6.197063529,6.286919412,6.320598824,6.312534118,6.322412353,6.251715294,6.338453529,6.328057059,6.32836
AARSD1,9.478446471,9.526015882,9.505018824,9.413204118,9.591572353,9.513117059,9.483714118,9.425423529,9.638670588,9.55542,9.500014118,9.371004706,9.680974706,9.817489412,9.774242941,10.09082941,10.03405412
AASS,8.271902353,8.164384118,8.295029412,8.229249412,8.180008235,8.279822353,8.271155882,8.266231176,8.320031765,8.107424706,8.199000588,8.256527647,7.841358824,7.977567647,8.002295882,8.22196,8.186216471
AATF,6.000634706,5.660137059,5.774099412,5.974911765,5.544221176,4.952950588,5.060782353,5.32525,4.866622941,6.219034706,6.726247059,6.396247941,6.359574118,5.746985882,5.957815294,4.417159412,5.075172647
AATK,7.032825294,7.055329412,6.960207647,6.830108235,6.833457647,7.030993529,7.090708824,7.077037647,7.000177059,6.744684118,6.735802353,6.916033529,6.963112353,7.277048824,7.301546471,7.911880588,7.572504706
ABAT,9.443882353,9.532562941,9.413452941,9.280824706,9.315759412,9.365575882,9.573993529,9.468879412,8.944171176,9.236688235,9.313472353,9.143621765,8.92612,8.972515294,9.179575294,9.41968,9.256576471
ABCA1,9.867662353,9.803462353,9.926969412,9.846856471,9.862612059,9.784885882,9.790097647,9.763143529,9.704991176,9.705717059,9.899048824,9.69783,9.732938235,9.461604706,9.675950588,8.921800588,9.178213529
ABCA2,6.247524706,6.12684,6.37419,6.120056471,6.139846471,6.209629412,6.277930882,6.257398235,6.288595882,6.110502941,6.042835882,6.023073529,6.414288235,6.146900588,6.552467059,5.303725294,5.793636471
ABCA3,8.672785882,8.60547,8.495043824,8.441112353,8.453032941,8.536713529,8.54944,8.426039412,8.061609412,8.524985294,8.689923529,8.485377059,8.101677647,8.109501176,8.292887059,8.178518824,8.418668824
ABCA4,7.295208824,7.14793,7.280149412,7.107759412,7.223754118,7.250447059,7.272657059,7.162170588,6.997101765,7.052072353,6.9657,7.055933529,7.050695294,6.934392941,7.082623529,6.807377059,6.938427059
ABCA7,7.361145882,5.835054706,6.86429,7.508097059,6.162015294,6.332091176,6.031163529,7.042017059,6.300026471,6.782206176,8.350071176,6.64903,8.326358824,7.185491765,7.756177059,6.493991176,7.870657059
ABCA8,6.201902353,6.066968235,6.219218235,6.190153824,6.03956,6.187956471,6.132512059,6.117461471,5.911614118,6.116376765,6.486055882,6.041232941,6.110008824,5.897091176,6.091712353,6.230778235,6.373159412
ABCB10,5.411635882,5.303092941,5.039933529,5.474612941,5.389515294,5.454665882,5.386144118,5.360259412,5.753191176,5.112965294,4.877834706,5.13591,4.729775882,4.927092941,4.685005294,4.645907647,4.359954118
ABCB11,7.680768824,7.90572,7.926878235,7.714897059,7.661779412,7.846954118,7.698124706,7.822751765,7.836014706,7.218171176,7.21423,7.168581176,6.806152941,6.870891765,7.173108824,7.767818235,7.570481765
ABCB1,3.155077059,3.171444118,3.004062353,3.342262941,3.095419412,3.298307059,3.167026471,3.104981176,3.194696471,2.992895882,3.169110882,3.200525294,2.952816471,3.060947647,3.070390882,3.102851176,3.343186471
ABCB4,6.63483,6.701906471,6.427385294,6.868567647,7.055933529,6.62703,6.674487647,6.857455882,6.602426471,6.160224118,5.951725294,5.754892941,6.187956471,6.07093,5.924704706,6.156737647,6.552631765
ABCB6,4.939296471,5.019784706,4.686115882,4.79956,4.795167647,4.967281471,4.827159412,4.774071765,5.098762353,5.266335882,5.086540588,5.136448824,5.322475294,5.361930588,5.375385882,5.934694706,5.936765882
ABCB7,6.516896471,6.662914118,6.453282353,6.709804118,6.713655882,6.682275294,6.584606471,6.577797059,6.907804118,6.635754118,6.343123529,6.321581765,6.855111765,7.011757059,6.761291176,7.390169412,7.258659412
ABCB8,7.024617059,7.011071176,6.947294706,6.903102353,6.860167059,6.898054118,7.132605294,6.93806,6.874167059,6.817354706,6.719614706,6.995342353,6.824680588,7.044530882,6.999508235,7.156511176,7.314646471
ABCB9,4.338462941,4.530523529,3.997915882,4.168466471,4.131333529,4.084132941,4.332448235,4.257702941,4.117375294,4.070599412,4.304541765,4.200237059,3.975965882,3.819611765,3.875924118,4.14517,4.182391176
ABCC1,7.513124118,7.406720294,7.578362941,7.634334118,7.716535294,7.699449412,7.505728235,7.546942941,7.877635,7.395576471,7.538610588,7.41527,7.429267647,7.407622941,7.35184,6.856995882,6.964435294
ABCC10,6.529628235,6.336569412,6.649843529,6.540568824,6.448137647,6.253193529,6.649417059,6.692711765,6.24115,5.945933529,6.11839,5.985525294,5.95403,5.125121176,5.847435294,5.77166,6.037971765
ABCC2,5.072564118,4.820418235,4.912634118,5.226522353,5.119454118,4.963388824,5.026544118,4.979089412,5.038493235,4.757234706,5.004420588,4.587085,4.946415294,4.419481765,4.985661765,4.503686471,5.154517647
ABCC3,4.674010588,4.646361176,4.578450588,4.849744706,4.781381176,4.813022941,4.815969412,4.754981176,4.508301176,4.263677647,4.155447059,4.308718235,4.290777059,4.150925882,4.131988824,4.276557059,4.695755294
ABCC5,2.468483529,2.45294,2.602314706,2.549558824,2.326139412,2.661112941,2.490225882,2.505870588,2.437324706,2.572248824,2.556861471,2.371735294,2.407644118,2.667160588,2.366345294,2.398109412,2.428744118
ABCC6,4.253835588,4.352618824,4.244670588,4.139154706,4.00602,4.233647059,4.402121765,4.224962353,4.678532941,4.242168824,4.137191176,4.000500588,4.376136471,4.297768824,4.120283824,5.351154706,5.039730588
ABCC8,8.628697647,8.702527647,8.515279706,8.523050588,8.677407647,8.744229412,8.72623,8.669774118,8.553608824,8.570484118,8.429324706,8.190081765,8.31596,8.241949412,8.382734706,8.494481176,8.491705882
ABCC9,3.859421765,3.99265,4.149264706,4.204918824,4.188151765,4.166677059,4.134131176,4.256369412,3.994848235,4.130836471,3.639885882,3.937985882,3.885398824,3.821702353,4.026027647,3.974410588,4.007500588
ABCD1,7.359227059,7.225972353,7.032632353,7.108300588,7.148864118,7.246950588,7.184094706,7.14401,7.077945882,6.746602353,6.755521176,7.158883529,5.872394118,5.662987647,5.921666471,6.269306471,6.224062941
ABCD2,4.090607059,4.610244412,4.435239412,4.318848824,4.392095294,4.133105882,4.316620588,4.258394706,4.234948235,4.67799,4.995198824,4.553518235,4.899267059,4.594071176,4.306354706,3.712200588,4.425941176
ABCD3,7.166412353,7.094089412,7.036568235,7.052211765,7.108222059,7.132841765,7.147678824,7.216145882,6.755944706,7.030993529,6.907046471,7.085015294,6.957415882,6.985378529,6.862178824,7.101158824,7.063978824
ABCD4,6.555735882,6.455109412,6.584497647,6.751711176,6.750838824,6.941067059,6.999878824,7.013631176,7.409654706,6.518374118,6.182274118,6.533801176,5.961850588,5.87649,5.967908235,5.208071765,5.761905294
ABCE1,9.576032353,9.504687059,9.484028824,9.568682941,9.550520588,9.506796471,9.499694118,9.508308824,9.488224706,9.335113529,9.535624412,9.341798235,9.344004706,9.111115294,9.282838824,9.334565882,9.469634118
ABCF1,5.475923529,5.751012941,5.372244706,5.671014706,5.544481765,5.230007353,5.515181765,5.463040882,5.447166471,5.676123529,5.5484,5.621345882,5.143878824,5.115790588,5.338314118,5.453851176,5.342085882
ABCF2,9.04396,9.078810588,9.134938824,8.962824118,8.938492353,8.973559412,9.140804118,9.111286471,9.032459412,9.010899412,9.026905882,9.095434118,9.236348824,9.317213529,9.174698235,9.346937647,9.328236471
ABCF3,8.919891765,8.974881176,8.9036,8.965973529,8.896377647,8.87305,8.961360588,8.969500588,8.977093235,9.104096471,9.006484118,8.973957059,9.010145882,9.069992353,8.97692,9.150973529,9.078661176
ABCG1,8.14895,8.138175882,8.065939412,8.097564706,8.065939412,8.139718235,8.273894412,8.221286471,8.027109412,8.030923529,8.028062941,8.039297647,8.098874118,8.180185882,8.133837059,8.155527647,8.176149118
ABCG4,8.091492353,8.170261176,8.131677647,8.155975294,8.169046471,8.185257059,8.079516471,8.121163529,8.286080588,8.310829412,8.340639412,8.411527353,8.381629412,8.382029412,8.377035882,8.512598824,8.514384118
ABCG5,8.903696176,8.917134706,8.897129412,8.873522941,8.860428235,9.088918824,8.833973529,8.830528824,8.707964706,8.698374706,8.794954706,8.821149412,8.656757647,8.607972353,8.855604706,8.919663529,8.905991765
ABCG8,8.161861176,8.023747647,8.024915294,8.141215,8.144839412,8.242705294,8.260527647,8.247496471,7.668779412,7.311406471,7.430446471,7.661565294,7.193074412,6.979150588,7.303967647,7.320598824,7.333145294
ABHD1,3.375064706,3.019659412,3.265255882,3.198502941,3.066334118,3.184605294,3.151957647,3.064413529,3.163592941,3.169671765,3.137511176,3.171156471,3.238255294,3.139241176,3.287331765,3.278057647,3.300992941
ABHD10,5.700034706,5.769221765,5.864308824,5.767944706,5.778727059,5.712102353,5.767788824,5.768197353,5.756420588,5.722557647,5.698424706,5.859294118,5.595468235,5.84395,6.100987647,5.800998235,5.82309
ABHD12,5.585572353,5.645348235,5.601056471,5.437420588,5.594876471,5.559011765,5.669502941,5.579916471,5.423071176,5.777178235,5.349631765,5.541822353,5.303948824,5.424185294,5.329321765,5.391324118,5.508914706
ABHD14A,7.179675294,7.098471176,7.177668235,7.060257059,7.141430588,7.064608235,7.071077059,7.077561765,6.999508235,6.650364706,6.800754706,6.812218235,6.868567647,6.827957647,6.776132941,7.197073529,7.034241176
ABHD14B,10.89251176,10.89922353,10.88730588,10.91925294,10.92217059,10.98525882,11.00297059,10.97604706,11.06378824,10.85072353,10.77385882,10.87222353,10.80682353,10.87307647,10.99801176,10.84213529,10.86325294
ABHD15,8.265980588,8.20347,8.274998824,8.145166471,8.297167647,8.183991176,8.181765882,8.254516471,8.111148824,8.11273,8.126493529,8.180008235,8.011004118,7.953628824,7.859169412,7.967502353,7.862607059
ABHD16A,7.544471765,7.221854706,7.629501765,7.650213824,7.502113529,7.284837059,7.431254118,7.65129,7.272466471,7.329443529,7.691932353,7.345977059,7.631663529,7.257272353,7.494127059,7.031141176,7.421611765
ABHD17A,3.812575882,3.828674118,3.904834118,3.713654706,3.915752353,4.046280588,3.642625294,3.610162941,3.922354706,3.569584118,3.932632353,4.143254706,3.716307059,3.84073,3.60693,3.963013529,3.679023529
ABHD17C,8.902310588,8.885575294,8.937544118,8.836375882,8.848970588,8.912175882,8.959520588,8.93044,8.76825,8.635338824,8.660114706,8.72136,8.609799412,8.657354412,8.714971765,8.743468235,8.687820294
ABHD18,10.11815882,10.1203,10.10484118,10.20154706,10.13610882,10.15091176,10.25482941,10.18707647,10.04951235,10.02093059,9.953214118,10.03760118,10.01746176,9.971075882,10.00371824,9.622146471,9.66113
ABHD2,8.971324118,8.959227647,8.965973529,8.823092353,8.820247059,8.856322353,9.096096765,9.017692941,8.675473529,8.390119412,8.165075882,8.398620588,8.333938824,8.375602353,8.384415294,8.487570588,8.563462353
ABHD3,3.773797647,3.872294118,3.880163529,4.030586471,3.953412353,3.885928824,3.948909412,3.803218824,3.832138824,3.605029412,3.379316471,3.836941765,3.893350588,3.569925294,3.524135882,3.629690588,3.595020588
ABHD4,5.951221765,6.057880588,6.036338235,6.291824118,6.093068824,5.891322941,5.925357647,6.084082353,5.997460588,6.675955882,6.577855882,6.710382353,6.719037059,7.002774706,6.943179412,6.659065882,6.296937059
ABHD5,9.414174118,9.339470588,9.482371765,9.487446471,9.450901765,9.518836471,9.265780588,9.350895882,9.170371765,9.633230588,9.526322353,9.518112941,9.673456471,9.389712941,9.238398235,9.268108824,9.266926471
ABHD6,8.37801,8.485115294,8.427790588,8.442194118,8.368001176,8.462292353,8.386706176,8.312651176,8.109694118,8.647486471,8.616105882,8.734524706,8.678787059,8.467384118,8.588489412,8.445888824,8.304153529
ABHD8,7.010783529,7.048306471,7.047389412,7.039501176,6.855031765,6.999006471,7.184643529,7.122426471,6.983620588,7.382286471,7.332064118,7.486387059,7.215646471,7.380069412,7.291561765,7.409191765,7.115971176
ABI1,8.477842941,8.414216471,8.619708235,8.522695882,8.615911765,8.595660588,8.449714706,8.172521176,8.369057647,8.197866471,8.277605294,8.148442941,8.205067059,8.079703529,8.175781176,8.110167353,7.993062941
ABI3BP,9.151212647,9.047075882,9.199185294,9.283614706,9.325244118,9.321977647,9.402246471,9.404992941,9.024958235,9.059341765,9.001124706,8.987745882,8.864665882,8.387136471,8.571182059,8.484248824,8.277281176
ABL1,10.49363529,10.55429412,10.46373529,10.52151765,10.53817353,10.45911765,10.31674412,10.33022941,10.51674706,10.29514706,10.1517,10.25315294,10.27178235,10.27518235,10.23264706,10.07433647,10.15245882
ABLIM1,2.981721176,2.65838,2.537027059,2.677177059,2.670901176,2.538237647,2.474103529,2.835215588,2.450135294,2.672676471,2.88451,2.778405882,2.817985882,2.686906471,2.781623529,2.626596471,3.172212941
ABO,7.662902353,7.661089412,7.642898235,7.672105882,7.512971176,7.680570588,7.612247647,7.600640588,7.532202353,7.701456471,7.969525882,7.672714706,7.614677647,7.705017059,7.641145882,7.522334118,7.489548235
ABR,8.570802941,8.610413529,8.629178824,8.581351176,8.64275,8.551695294,8.757807059,8.691961765,8.509059412,8.294839412,8.485377059,8.309804706,8.655311765,8.629579412,8.671514706,8.95893,9.098136471
ABRACL,2.614482353,2.417732353,2.682545294,2.759065294,2.745505294,2.749560588,2.678517059,2.690850882,2.765577059,2.714133529,2.656979412,2.731878824,2.616631765,2.757112941,2.700774706,2.629538235,2.572442353
ABT1,9.822001765,9.941903529,9.781701765,9.630264706,9.62677,9.516751176,9.349807059,9.497056471,9.308391176,9.314960588,9.298812353,9.22602,9.328236471,9.30362,9.225691765,9.295604706,9.347515882
ABTB1,8.750517059,8.613906471,8.668220588,8.761128824,8.803591765,8.724740588,8.670072353,8.743881471,8.992151176,8.053448235,8.071045882,8.287095882,7.922100588,7.712765294,7.701241765,7.961092353,8.008648235
ACAA1,7.485225882,7.642898235,7.334702353,7.432298824,7.320693235,7.579796471,7.503047647,7.425576471,7.641900588,9.298812353,9.176955882,9.599009412,8.880162941,9.047784706,8.981167647,8.167779412,7.95516
ACAA2,6.917616471,6.975264706,7.116947647,6.979296471,6.953,7.044874118,7.059236471,7.187051765,6.928519412,6.570958235,6.625531471,6.756499412,6.388158235,6.302368824,6.448737059,6.487546471,6.498704706
ACACA,3.46693,3.078994706,3.205783529,3.213545294,2.930438824,2.993238235,3.008714118,2.881647059,2.88451,3.055547059,3.015533529,3.168916471,3.035805882,2.798303529,3.208871176,3.265589412,3.055424118
ACACB,8.12402,7.633741765,7.809002353,8.050839412,7.769341765,7.468531765,7.520811765,7.802225,7.446874706,7.817488235,8.378592353,7.772690588,8.101458824,7.81924,8.221472353,7.385044118,7.795784118
ACAD10,4.973441176,5.052822941,5.184422059,5.20105,5.405393529,5.417150588,5.234136471,5.184985294,5.662006471,5.343902353,4.989712941,4.651875882,4.965415882,5.330201176,5.065918824,4.747495882,4.684088235
ACAD11,5.518102353,5.415139412,5.314324706,5.578981765,5.328992941,5.445404118,5.153804118,5.617574118,5.160861765,5.419755882,6.201555294,5.235022941,5.980182353,5.541748824,5.530097059,5.281118235,5.764668235
ACAD8,5.282874118,4.83867,4.823835882,5.149057059,5.096798235,5.069771765,5.062776471,5.119590588,5.010186471,5.094559412,5.219739412,5.059742353,5.089601765,5.197700588,5.048617059,5.023978824,5.086283529
ACAD9,7.764927647,7.682265294,7.57631,7.662173529,7.658493529,7.622745294,7.586225882,7.592715882,7.626327647,7.452818235,7.472807059,7.512355294,7.686502353,7.411511176,7.370422941,7.586782353,7.613312941
ACADL,7.457683529,7.011071176,7.106373529,7.344880588,7.036568235,7.027405882,6.903102353,7.105258235,6.764116471,6.852311176,7.480867647,6.736161765,7.523843529,6.827175294,7.079250588,6.599917647,6.985155294
ACADM,6.986588824,6.825317647,6.934695882,6.881672941,6.837155294,6.799274706,6.956770588,6.928736471,6.964435294,6.798363529,6.552740882,6.659065882,6.525851765,6.393202353,6.602426471,6.928627941,6.889362941
