,GSM2356843,GSM2356844,GSM2356845,GSM2356849,GSM2356850,GSM2356851,GSM2356855,GSM2356856,GSM2356857,GSM2356846,GSM2356847,GSM2356848,GSM2356852,GSM2356853,GSM2356854,GSM2356858,GSM2356859
MYH3,6.561222353,6.678731765,6.431787647,6.680895294,6.760239412,6.559051765,6.613906471,6.610641765,6.458485294,6.097632353,6.206594706,6.300026471,6.573888235,6.523135294,6.462279412,6.41451,6.434330588
MYH6,7.046374118,7.195780294,7.234707059,7.134871176,7.224817647,7.128956471,7.224994706,7.348020588,6.971166176,7.008966471,7.159837647,6.976300882,6.742723529,6.868816471,7.061711765,6.625063529,6.841339412
MYH7,5.80155,5.752749412,5.699961765,5.834374706,5.842994706,5.938277647,5.895607647,5.571924118,5.711636471,5.70281,5.734534118,5.767217647,6.086677059,5.850935294,6.308323529,5.510138235,5.472768235
MYH8,4.764501176,4.797825882,5.084564706,5.733046471,5.359391765,5.604663529,5.16731,5.034353235,5.541017647,5.146178824,4.728537059,4.885961765,4.858052941,4.464655294,5.102186471,3.917607059,4.071552941
MYH9,9.450901765,9.378076471,9.449784706,9.464125882,9.467262941,9.481330588,9.432951765,9.486052941,9.573641176,9.235822353,9.183551765,9.164513529,9.24375,9.233897647,9.399998824,9.539844706,9.520962353
MYL1,8.347540588,8.269030588,8.401200588,8.38106,8.304766471,8.277826471,8.391477647,8.414347059,8.258695882,7.913516471,8.069641765,8.077485294,8.1176,8.065725294,8.062215294,8.076769412,8.132377059
MYL10,3.041580588,2.809809706,2.864043529,2.769662353,2.628290588,2.802005294,2.937301176,2.901015294,2.829389412,2.788015588,2.895555294,2.886027647,2.686906471,2.594581765,2.897604706,2.761544706,2.926485882
MYL12B,6.721897059,6.849264706,6.489779412,6.289847059,6.255212353,6.282412353,6.675197059,6.656937647,5.967398235,6.694204118,6.749144706,6.868816471,6.705602353,6.757369412,6.940297059,6.923324118,6.793124706
MYL2,6.098345294,6.254161765,6.254332941,6.478608824,6.282772353,6.476705294,6.379745882,6.276234118,6.490330588,5.99953,5.927320588,6.053321765,6.040963529,5.719355294,5.967254706,6.220062941,6.222234118
MYL3,3.967519412,3.761453529,3.962705882,3.870548235,3.818842941,3.802254118,3.777198235,3.714714706,3.866136471,3.992260588,3.793893529,3.852458824,3.897966176,3.936425882,3.719243529,3.793057647,3.95381
MYL4,4.600991176,4.917807647,4.545185882,4.755236471,4.539535882,4.768586471,4.507427647,4.681141765,4.786112353,5.168352941,4.969368235,4.950589412,5.516545294,5.187413529,5.468210588,5.247074706,5.445845294
MYL6,5.288299412,5.093596471,5.227756471,5.196930588,5.130295294,5.154641176,5.222593529,5.164545882,5.199818235,5.304805294,5.073763529,5.231679412,5.041559706,5.041738235,5.190941765,5.291547647,5.286654118
MYL7,7.551424706,7.495771765,7.294712353,7.479205882,7.342361176,7.429582353,7.334076471,7.435237059,7.313594412,7.324790588,7.341162941,7.369302353,7.316406471,7.079614706,7.154143529,7.107759412,7.278845882
MYL9,9.677333529,9.552501176,9.680038529,9.672915882,9.769515882,9.75611,9.635841176,9.61683,9.507142941,9.317713529,9.207639412,9.370457059,9.369172353,9.229977647,9.179296471,9.597048824,9.63392
MYLIP,6.029231176,5.983833529,6.221137647,5.869801765,5.891925882,5.749106471,6.101494118,5.908555294,5.823832353,6.268897941,6.208008824,6.275077353,5.809146471,6.038888235,6.062064706,5.841198235,5.797773529
MYLK,6.643214118,6.660845882,6.764913529,6.604107647,6.664362353,6.564450588,6.558360588,6.651569412,6.746602353,7.083469412,7.088475294,7.304468235,6.612358824,6.708869412,6.500936471,6.432172941,6.221792353
MYLK2,4.734891765,4.553355882,4.861097059,4.730046471,4.351618235,4.195540588,4.543913529,4.458965294,4.766801765,4.902814706,4.922322353,5.034068824,5.589368235,5.337474706,5.448607647,6.424680588,6.197312941
MYL11,5.684493529,5.525169412,5.532325294,5.538724706,5.531414118,5.446374118,5.571924118,5.542421765,5.430753529,5.271104706,5.560804118,5.544689412,5.423333529,5.765534706,5.599072941,5.85911,5.695405882
MYMK,4.847254118,4.796711765,5.073045294,4.807101765,4.866155882,4.745155882,5.040697647,4.853144706,4.862235882,4.959238824,5.072564118,5.114467647,4.579006471,4.957984118,4.737517647,4.760037647,4.829800588
MYNN,4.277241176,4.205691765,4.450759118,4.503391765,4.68448,4.692054706,4.376521176,4.610179412,4.508849412,4.804971176,4.566740588,4.735387647,4.464966471,4.688875294,4.647926471,4.556024118,4.55278
MYO10,6.061621176,5.885114118,5.896883529,6.128590588,6.251568824,5.965430882,5.674736471,5.80019,5.807004706,5.988123529,5.790217647,6.156220588,5.947291765,5.662987647,5.710391176,5.504519412,5.738465294
MYO15A,7.643018824,7.749412353,7.857750588,7.730013529,7.82375,7.766116471,7.819390588,7.74167,7.662902353,8.071939118,7.697959412,8.038066471,7.549211176,7.511687059,7.567099412,6.428521176,6.834507647
MYO15B,7.391181765,7.321528235,7.45119,7.292938235,7.219444118,7.115477647,7.12734,7.444820588,7.105889412,7.422514118,7.581142941,7.092715588,7.628807647,6.952289412,7.304227059,7.301142353,7.921567059
MYO18A,8.739856471,8.824427059,8.77515,8.812482353,8.807185882,8.76278,9.086501765,8.865623529,8.350368235,8.489492941,8.688931176,8.448426471,8.337442941,8.299502353,8.539680294,8.626164118,8.635662059
MYO19,4.034444118,4.213565882,4.428545294,4.096503529,3.816240588,4.126747059,4.206200588,4.022832941,4.075074412,4.080457647,4.626705882,4.028353529,4.001635294,3.924576471,4.265875,4.432964118,3.815735882
MYO1B,6.856995882,6.926868235,6.835467647,6.92801,6.836392647,7.029171765,6.991707353,6.928381765,7.036038824,7.242250588,7.120008824,7.054071176,7.768702941,7.721942941,7.750731765,7.807475882,7.814256471
MYO1C,2.492357059,2.421745,2.338336176,2.564561765,2.514250588,2.366754118,2.59509,2.184293529,2.348172353,2.302478235,2.238902353,2.394954706,2.425131765,2.395163529,2.404139412,2.288227059,2.324965882
MYO1D,4.03096,4.204477059,4.201281176,4.132957059,4.133105882,4.111467647,4.088915882,3.944219412,4.20424,3.972738235,4.048424412,4.186474118,4.131181176,4.187029412,3.975279412,4.114875294,4.024831765
MYO1E,5.442801176,5.246002941,5.222446471,5.203993529,5.243554118,5.133241765,5.12433,5.036905294,5.24196,5.387121176,5.14693,5.264001765,5.526988824,5.396654118,5.809221176,5.166988824,5.379235588
MYO1F,3.912286176,4.038314118,4.113821176,4.327701765,4.115522353,4.247515882,3.914404118,4.008128235,3.91429,4.16821,4.008240588,4.016038824,4.218827647,4.160181176,4.388038824,4.135386471,3.918781176
MYO1G,5.990117647,6.163655294,5.837000588,5.901252353,5.812114118,5.826321765,5.932462941,5.896883529,5.874276471,6.933757941,6.858295294,6.960331765,7.089838235,7.082367059,7.180791176,7.013895294,6.985888824
MYO5A,2.342125294,1.99653,2.116335294,2.041923529,2.131006471,2.187041765,2.106627059,2.197248824,2.000750588,2.094396471,2.084032941,2.098096471,2.113894706,2.076801176,2.099558824,1.968113529,1.970539412
MYO5B,11.19286471,11.17221176,10.97604706,10.98287059,11.08349412,11.02785294,11.10047059,11.08568235,11.16781176,10.79431765,10.73642941,10.75641765,10.44474118,10.52151765,10.50742941,10.78205294,10.96026471
MYO5C,3.464842941,3.272464706,3.695416471,3.49708,3.220339412,3.590559412,3.268578824,3.481501765,3.313223529,3.319324706,3.816617647,3.307958235,3.875924118,3.417051176,3.955297647,3.458229412,3.685066471
MYO6,5.272658235,5.418717647,5.754039118,5.737969412,5.590252353,5.583766471,5.867702941,5.486615294,5.727401176,4.733736471,5.011751176,5.014352353,5.010329412,4.692232941,4.748857353,4.408658824,4.843985882
MYO7A,6.068658235,6.359410588,6.053904706,6.238399706,6.474053529,6.377540588,6.550600588,6.574201765,6.17837,6.235093529,6.231657647,6.240240588,6.130203529,6.305748235,6.138811765,6.167775294,6.064161176
MYO7B,2.528072941,2.686615294,2.418931765,2.207578235,2.364943529,2.327551765,2.419426471,2.185880588,2.308783529,2.603283235,2.732751765,2.347241765,2.774535882,2.355438824,2.588908824,2.403172941,2.423037647
MYO9A,6.466223529,6.548379412,6.434832353,6.673852353,6.462030882,6.675672059,6.534948824,6.641484706,6.83725,6.791557059,7.020052941,6.879877647,7.344692941,7.32981,7.281144706,7.831339412,7.345385882
MYO9B,7.592364706,7.714267647,7.786630882,7.746842941,7.6069,7.746086471,7.724192941,7.718478235,7.938688235,7.899334118,8.030314706,7.792072353,8.191108235,8.146500588,8.113442353,8.266105882,8.160333529
MYOC,5.482592353,5.328634118,5.333798235,5.024220588,5.181033529,5.462019706,5.761616471,5.621729412,5.874276471,5.408035294,5.005734118,5.225296471,4.969534706,4.809534706,5.046681176,4.901033529,5.147462353
MYOCD,2.082257059,2.003465882,2.013015294,2.015120588,2.139736471,2.276169412,2.239580588,2.064101765,2.118124412,1.861475294,1.966874118,2.330777647,2.120447647,2.194027059,2.090006471,2.163812941,2.080975294
MYOD1,3.255961176,3.228801765,3.155866471,3.144937647,3.203068824,3.245978824,3.102952353,3.21388,3.145734118,3.132935,3.187969412,3.224108824,3.072451765,3.346785882,3.192877647,3.138018824,2.917042941
MYOF,7.875555882,7.890116471,7.907226471,7.956124118,7.923144118,7.931311765,7.956893529,7.876820588,7.976383529,7.630381176,7.813698824,7.660254706,7.914135882,7.840249412,7.743817941,8.192002353,8.030481765
MYOG,2.517294118,2.304879412,2.074673529,2.184873529,2.272711176,2.287382059,2.324965882,2.359987059,2.371255294,2.040051176,2.443222941,2.457015294,2.783124118,2.472314706,2.325774706,2.518977647,2.726187059
MYOM1,3.265255882,3.139951176,3.307958235,3.228100588,3.342262941,3.176868824,3.293171176,3.315607647,3.245727059,3.382195882,3.143840588,3.327908235,3.365006471,3.454490588,3.151174706,3.172311765,3.20505
MYOM2,7.809228235,7.703500588,7.629703529,7.649121765,7.495771765,7.389915294,7.646392941,7.661502941,7.464363529,7.803149412,7.910258824,7.772935294,7.373764118,7.260439412,7.286478824,6.660932353,6.920333529
MYORG,3.257963529,2.943428235,3.393949412,3.189678235,3.333703529,3.474785294,3.345272353,3.380744706,3.301158235,3.186571765,3.531114706,2.977864118,3.306398824,2.907587059,3.028739412,3.379138235,2.964335294
MYOT,2.048516471,2.15913,1.938884118,2.041923529,1.989217059,1.954344118,2.024487647,2.097731176,1.972518235,2.13752,1.942524118,1.999345882,2.105321176,2.066755294,2.011847059,1.978914118,2.163977647
MYOZ1,5.474002941,5.409888824,5.605112353,5.506195882,5.249688529,4.952950588,5.590642941,5.481205294,5.069332353,5.491351176,5.989691176,5.288919412,5.372814706,5.368108824,5.392586471,5.531335882,5.296216471
MYOZ2,2.529058235,2.577980588,2.515859412,2.525128824,2.699072941,2.465234706,2.641595294,3.062746471,2.657052353,2.515758235,2.806679412,2.421347059,2.480731765,2.751055882,2.824093529,2.485685294,2.282938235
MYOZ3,7.464531765,7.575834118,7.213075294,7.099325294,7.102422941,7.265368235,7.453478824,7.47034,6.970412941,7.829734118,8.095835882,8.059638529,7.626327647,7.909031176,7.691184706,8.26971,8.158566471
MYPOP,3.951211471,4.062742941,4.108589412,3.865771176,3.871138235,3.839965882,3.9887,3.927923824,3.977854706,3.772422941,3.756731765,3.848552353,3.674041765,3.936834706,4.131333529,3.790456471,3.755224118
MYRF,3.719437647,3.752931765,3.563176471,3.58132,3.587317059,3.623284706,3.845492941,3.696489118,3.731068824,3.743589412,3.526548824,3.671687059,3.555862941,3.997445882,3.555954118,3.506207647,3.645381765
MYT1,11.37327647,11.25255294,11.26877059,11.35086471,11.28824118,11.29667647,11.37804706,11.36759412,11.32458824,11.14916471,11.12188235,11.10047059,11.02223529,10.99276471,11.11112353,10.74956471,10.87427059
MYT1L,3.758745882,3.806232941,3.777816471,3.523222941,3.863757647,3.745267647,3.739376471,3.693565294,3.724166471,3.726621765,4.139524118,4.047054118,3.755620588,3.934710588,3.702688824,3.835417647,3.945162941
MYZAP,2.822035294,3.024689412,3.208112059,3.028291765,2.771051765,3.029597059,3.122221765,2.921905882,3.159983529,3.171740588,3.139951176,2.947414706,3.045967647,2.824256471,2.970782353,3.09144,3.404884706
MZF1,5.011864118,4.711771176,4.715121765,4.68323,4.813804706,4.548914118,4.837282059,4.532885294,4.57727,4.687220588,4.839503529,4.916646471,4.916501765,4.937218824,4.798584118,4.783504118,4.822866471
N4BP1,11.10047059,11.07357059,11.13532941,11.05513529,11.02997647,11.134,11.05714118,11.06502353,11.22049412,11.31835882,11.37638235,11.35581765,11.29028824,11.32458824,11.38742353,11.47571765,11.43865294
N4BP2L1,3.567388824,3.71857,3.432510588,3.667832941,3.656341471,3.694488235,3.648684706,3.664082941,3.587449412,3.687558824,3.967519412,3.801795294,3.475849412,3.466873235,3.556631765,4.099176471,3.629479412
N4BP3,6.918529412,7.264785882,7.001613529,6.963590588,6.995637647,6.924371765,6.706367647,6.959512941,7.057333529,6.914042941,6.766150588,6.858829412,6.654427059,6.474612941,6.399561765,6.888256471,6.784222941
NAA10,8.412484118,8.541401176,8.350955882,8.358550588,8.336766471,8.427455882,8.511062941,8.467947647,8.486322941,8.323087647,8.287382647,8.355757647,8.363217647,8.410657647,8.414532941,7.98578,7.921855294
NAA15,4.240552353,4.405484118,4.419964706,4.213717647,4.394016471,4.383056471,4.446531176,4.464966471,4.146482941,4.263677647,4.416235294,4.394088235,4.429429412,4.662774118,4.786632941,4.304785882,4.514901176
NAA20,4.008741176,4.152571765,4.303319412,4.140778824,4.130750588,4.133105882,4.118077647,4.068296471,4.150078235,4.40134,4.019264118,4.398074706,4.150288824,4.289634706,3.960462647,4.361398824,4.159108235
NAA30,3.706583529,3.685066471,3.969672941,3.622282941,3.63549,3.583384412,3.584087059,3.44964,3.593278529,3.569773235,3.911575294,4.091700588,3.620112353,3.734155294,3.649204118,3.828151765,3.593341176
NAA35,3.514625882,3.497361176,3.518284118,3.591294706,3.632596471,3.493562353,3.442844118,3.592572353,3.747067647,3.430524118,3.483287059,3.549155294,3.540466471,3.349078824,3.542147059,3.492189412,3.591765294
NAA38,5.653117647,5.899834706,5.822805882,5.674155294,5.736409412,5.813914706,5.645024118,5.857243529,5.984441176,6.56454,6.332637059,6.600202353,6.313043529,6.049810588,6.197007647,5.037815294,5.531414118
NAA40,6.705833529,6.780731765,6.669788824,6.551634706,6.387030588,6.591488824,6.807879412,6.721325882,6.348596471,6.86729,6.854104706,6.871984706,6.684897059,6.646045882,6.723533529,6.706834118,6.741479412
NAA60,4.22462,4.435108824,4.237646471,4.083249118,4.204918824,4.381332941,4.163254118,4.271641765,4.233647059,4.184706471,3.78507,4.168712059,4.283562059,4.164968235,4.439311176,4.291207059,4.213246471
NAA80,5.739372941,5.648677059,5.886374118,5.617764706,5.812114118,6.051748235,5.75484,5.939394118,5.928298235,5.849667059,5.556552353,5.821401176,5.994867059,5.796315294,5.65928,6.212947647,5.873160588
NAAA,9.811499706,9.823782353,9.756643529,9.499694118,9.563008824,9.579266471,9.787555882,9.682264706,9.246045294,9.409965294,9.434093529,9.609042941,9.304501765,9.53435,9.648649412,9.639497059,9.668865294
NAALAD2,5.122928824,5.173724706,5.230858235,5.003060588,5.228477647,5.201827647,5.238159412,5.179969412,5.067717647,5.320641765,5.317780588,5.18042,5.209970588,5.175008824,5.280738824,5.595468235,5.489392059
NAB1,6.053177059,6.225805882,6.076618824,6.064395294,6.176225588,6.192856765,6.106324118,6.189187647,6.046384706,6.216427059,6.203971765,6.286919412,6.385614118,6.532865882,6.370483529,6.276998529,6.374054118
NAB2,5.87989,5.954814118,5.677768824,5.895425294,5.834995588,5.922697647,5.773675882,5.772274118,5.592016471,6.542140588,6.572435882,6.383825294,6.823668235,6.635754118,7.064420588,6.934204118,6.676689412
NABP1,6.64547,6.641897059,6.624105294,6.671023529,6.471131765,6.547424706,6.423341176,6.454488235,6.269569412,6.978682353,7.055508235,6.994772353,7.104376471,7.003137059,6.940544118,7.028118824,6.757075882
NABP2,3.95322,4.158338235,3.868509412,3.875088824,3.938633235,4.004038235,4.041671765,4.246005882,3.852342941,4.656636471,4.247606471,4.493170588,4.65011,4.625187059,4.948730588,4.753566765,4.53262
NACC1,5.282874118,5.434982941,5.190826471,5.182028824,5.207297647,5.160549412,5.404439412,5.338457059,5.335305294,5.229071176,5.161342941,5.14693,5.283443529,5.461654118,5.501454118,5.356988235,5.236339412
NACC2,4.593204412,4.5857,4.470775882,4.533487059,4.550388235,4.449517647,4.519828824,4.794372941,4.601157941,4.647564706,4.705522353,4.531892353,4.648344118,4.786112353,4.836408235,4.881078824,4.764281176
NADK,9.371198235,9.235100588,9.402468235,9.237587059,9.363270588,9.4065,9.271698824,9.301931176,9.39301,9.171538824,9.155115294,9.294263529,9.012455882,9.021748235,9.029470588,8.945255588,9.018560588
NAE1,8.749508235,9.115318824,9.032459412,9.06456,8.803386471,8.971324118,9.065706471,9.065182353,9.046185882,8.048048235,8.167409412,8.15451,7.889561176,7.947468824,7.770708824,8.406308824,8.692525882
NAF1,4.156625882,3.739634118,4.009955882,4.315995294,3.839603235,3.955944706,3.956718235,3.986404706,3.709637647,4.127548824,4.826476471,4.116642941,4.607144706,4.190633529,4.302955882,3.962705882,4.215331765
NAGA,6.492861176,6.476705294,6.603094118,6.356032941,6.467314706,6.529628235,6.527471176,6.336877059,6.368500588,6.669788824,6.634632941,6.747361176,6.523308824,6.464597059,6.439277059,5.860450588,6.089322941
NAGK,6.794935882,6.407750588,6.625198824,6.761168824,6.465558235,6.296795882,6.37926,6.674123529,6.224941176,6.389275294,7.182731176,6.340801765,7.252885294,6.548030588,6.878992353,6.741381176,7.057823529
NAGLU,5.235859412,5.265428824,5.145261176,5.156598235,5.173164118,5.218603235,5.465907647,5.315306471,5.060912353,5.179162941,5.161006471,5.491351176,5.209061765,5.187413529,4.810967059,5.44098,4.816208529
NAGS,7.567239412,7.596715882,7.489870588,7.529105294,7.569441765,7.672149412,7.638052941,7.542032353,7.723170588,7.441786471,7.407412353,7.475465882,7.272102353,7.539485294,7.381604706,7.251255882,7.270026176
NAMPT,7.484678235,7.627578235,7.424280588,7.508354118,7.518798235,7.648385882,7.600222353,7.55194,7.589585294,7.955401765,7.938102941,8.099330588,8.370507647,8.691244118,8.419304118,8.584174706,8.167038824
NANOG,7.461725882,7.972934706,7.769708235,7.425317647,7.617885588,7.359886471,7.62904,7.529880588,6.879403529,7.685318235,7.458776765,7.482603529,6.590465294,5.851137647,6.643578824,5.302841765,5.710702353
NANOS1,3.701327059,3.653144118,3.855362353,3.674041765,3.859850588,3.687424706,3.627987647,3.820660588,3.474513529,3.622985882,3.729288824,3.558105294,3.866554706,3.899931176,3.743458235,3.751216471,3.546204118
NANP,4.123728824,4.041134118,4.143254706,4.326352941,4.253835588,4.048933529,4.051817059,4.137191176,4.007367941,4.158338235,4.151527059,3.983974118,4.204477059,4.335433529,4.251098235,4.089593529,4.073724118
NANS,4.699685294,4.718958824,4.450759118,4.775028824,4.676224706,4.419481765,4.290444118,4.537654118,4.302746471,4.663171176,4.723084412,4.435239412,5.239530588,4.638709412,5.10704,5.354954118,5.804677647
NAP1L1,4.107795882,4.277893529,4.179455294,4.215331765,4.234948235,4.069110588,4.272423529,4.15343,4.230502941,4.195157647,4.004607647,4.391705882,4.166981176,4.554961176,4.250638235,4.098645294,4.236402353
NAP1L2,3.423737059,3.685388824,3.655089412,3.375177647,3.641268824,3.534578235,3.720392941,3.758029412,3.427456471,3.793551176,3.643431176,3.62836,3.746052941,3.577691176,3.505441176,3.648377647,3.857645294
NAP1L3,2.815814706,2.735451765,2.949795294,2.769662353,2.620885882,2.552733529,2.645390882,2.914776471,2.711235294,2.622135588,2.829222353,2.859094706,2.826454706,2.692451765,2.89742,2.587977059,2.51837
NAP1L4,7.320787647,7.477344412,7.255981765,7.562125294,7.505728235,7.209991765,7.396101176,7.322158235,6.820214706,7.205090882,7.045503529,7.342086176,6.433554706,6.063535294,6.017405882,5.917527059,5.757539412
NAP1L5,3.436716471,3.045121765,3.358163529,3.11444,3.154386471,3.231213529,3.073574706,3.177902353,3.227474706,3.521241765,2.922756471,3.145464706,3.236834412,3.168916471,3.210784118,3.177902353,3.165597059
NAPA,3.134860588,3.033502353,3.132691176,2.933799412,2.740022941,3.043525882,2.763248235,2.819141765,3.049304706,2.828890588,2.841064706,2.998313529,2.936066471,2.850815294,2.815482941,3.060802941,3.093756471
NAPB,3.63133,3.572129118,3.486178235,3.548056471,3.422917647,3.306016471,3.576396471,3.562057647,3.597835882,3.70577,3.370667647,3.908163529,3.509754706,3.63005,3.509481176,3.663292353,3.924374706
NAPG,5.093715882,5.153940588,5.278747647,5.152401765,5.232669412,5.131415294,5.202554118,5.214401765,5.185432941,5.029521176,4.759256471,5.199495882,4.975429412,5.192847647,5.069102353,5.161425294,5.095938235
NAPSA,7.373937059,7.310591765,7.350067647,7.219822353,7.224421765,7.266999412,7.588840588,7.394829412,6.811402353,6.720166176,6.785317059,6.871984706,6.374543529,6.458652353,6.430557059,6.774684706,6.720736471
NARF,8.970231176,9.089746471,8.907113824,8.73829,8.680200588,8.953190588,8.805978824,8.640105294,8.696100882,9.411612353,9.459758235,9.24473,9.14242,9.229549412,9.529446471,9.419174706,9.286557059
NARS1,5.493870294,5.573555882,5.246766471,5.349958824,5.553824118,5.566795882,5.445918235,5.538288235,5.313271176,5.143701765,4.699185294,4.643340588,4.861653529,5.069223529,5.129244706,5.299127059,5.050905882
NASP,10.08253529,9.962630588,9.997962353,9.830126471,9.848831765,9.916843529,10.09174118,10.00955706,10.05287941,9.459326471,9.334088824,9.352368824,8.938262353,8.755764706,9.063470588,9.237312353,9.351245882
NAT1,3.117342353,3.464782941,3.063528824,2.833035882,2.859094706,3.138267059,2.866524706,3.003267059,2.566905294,3.475655294,3.160664118,3.179234706,3.422068235,3.011521471,3.414883529,3.058440588,3.525067647
NAT2,5.846952941,5.737505882,5.960054706,5.745810588,5.794182941,5.973297941,5.615445882,5.916884706,5.56189,5.585401765,5.359200588,5.490777647,5.45236,5.227627647,5.382472941,5.169550588,5.462085294
NAT8B,6.754337647,6.712525882,6.582759412,6.881272941,7.017196176,6.981490588,6.773362353,6.728812353,7.421282353,6.959370588,6.921322941,6.879587647,7.061513529,6.982952941,7.034241176,7.782562353,7.298866471
NAT8,7.47404,7.513743529,7.521799706,7.268493529,7.446503529,7.364924706,7.446647059,7.390622353,7.150842941,7.104582941,7.093145294,7.119829412,7.182081765,6.874796471,6.900455294,7.556702353,7.502616471
NAT9,6.752967059,6.832452353,6.839116471,6.764574706,6.752967059,6.845581176,6.834423529,6.896797647,6.590300588,6.718544706,6.851787059,6.832287647,6.855111765,6.740904706,6.838178824,6.584041176,6.65659
NATD1,7.864930588,7.864148824,7.960083529,7.92366,7.850863529,7.905171176,7.869438235,7.984817647,8.062079412,7.665352941,7.512532941,7.685651176,7.539683529,7.650692941,7.598468235,7.892948824,7.869947059
NAV2,8.292414706,8.274308235,8.31596,8.232646471,8.239613529,8.213242941,8.492177059,8.432412353,8.134075294,8.255122941,8.315075882,8.196960588,8.482872941,8.566071176,8.532281176,8.619918235,8.509059412
NAXD,9.337815294,9.278500588,9.454080588,9.405578235,9.379621176,9.315759412,9.348884118,9.383795294,9.387892941,9.108312353,9.147855882,9.012124118,9.344759412,9.061354118,9.124508824,9.457269412,9.448975294
NAXE,9.07752,9.137695882,9.075376471,9.065462353,8.941948824,8.992709412,8.921800588,8.886979412,9.145618824,8.953190588,8.902630588,8.808647647,8.848845,8.999701176,9.004515882,8.968774118,8.96904
NBEA,7.961538235,7.890512353,8.054500588,7.906774706,8.013103529,7.807475882,8.077646471,7.98578,8.424985882,7.668937059,7.500064118,7.473734706,7.726015294,7.571767647,7.811388235,7.675987059,7.723793529
NBEAL2,9.344004706,9.283168824,9.418730588,9.447358824,9.391414706,9.329002941,9.449784706,9.472550588,9.459758235,9.151860588,9.235487647,9.33712,8.953867059,8.85579,8.808819118,9.007251765,9.04291
NBL1,7.093804706,7.142731765,7.266428235,7.130426471,7.152901176,7.188687647,7.143810588,7.177243529,7.062916471,6.860939412,6.899645294,6.662781176,6.889510588,6.82093,7.033945882,6.958852941,6.947097647
NBN,8.511419118,8.485377059,8.449364118,8.600079412,8.596277059,8.522014118,8.615042941,8.623780588,8.188877059,8.31624,8.470080588,8.479292353,8.330288235,8.224454706,8.259244706,8.236665294,8.274785882
NBR1,7.167596471,7.043100588,7.185994706,7.219277647,7.103183529,7.103627059,7.156337647,7.174554118,6.992768824,7.095896176,7.293477647,7.148088235,7.372863235,7.274370588,7.233462941,7.185650588,7.196879412
NCALD,8.233441176,8.231324118,8.209028235,8.352424706,8.307765882,8.274103529,8.209381765,8.20086,8.190521765,8.277535882,8.385261765,8.364334118,8.387338235,8.225703529,8.223421176,7.877392353,7.914789412
NCAM1,4.708389706,4.672557059,4.411407647,4.424884118,4.369862941,4.182554706,4.444311765,4.483741765,4.417591176,4.389728824,4.453035294,4.390638235,4.504333529,4.060096471,4.616057059,4.396344118,4.686442353
NCAM2,8.556764412,8.659025882,8.452519412,8.577895294,8.530070588,8.54043,8.507015882,8.462087059,8.658821765,8.948711765,9.065952941,9.107130588,9.172749412,9.320364118,9.324161176,9.052645882,8.932607647
NCAN,8.309804706,8.552882941,8.270947647,8.149266471,8.178518824,8.159334706,8.144839412,8.142572941,7.879029412,7.954956471,7.859995294,7.91989,8.110052941,8.105340588,8.117811176,8.255122941,8.132835294
NCAPD2,6.037091176,6.057012353,5.986931765,6.122554706,6.003033529,6.052431176,6.222030588,6.198000588,6.140145294,6.815611176,6.803926471,6.530373235,6.512778824,6.508561765,6.655466471,6.649107059,6.547609412
NCAPG,8.747701176,8.820742059,8.836082353,8.717014706,8.752711471,8.913518235,8.895214118,8.8297,8.646157647,8.670534118,8.556625882,8.769679412,8.423238235,8.437111176,8.623780588,8.497471471,8.514147647
NCAPG2,5.649189412,5.931811176,5.804471176,5.783450588,5.930223529,5.970282353,5.874066176,5.874127647,5.534821765,5.862861176,5.602528824,5.676231176,5.582880588,5.541748824,5.713458824,5.588971176,5.747709412
NCAPH,7.066126471,6.929226471,7.122560588,6.854402647,6.928208824,6.877672353,6.988335,6.995911765,6.483977059,7.094207647,7.304511471,7.13431,6.661092941,6.933331176,7.012925294,6.75238,6.898495882
NCAPH2,9.097178235,9.048824118,8.886717647,9.013538824,9.026164118,9.016333824,9.019305294,8.867287353,8.94988,8.935771765,8.903256471,8.898629412,8.929362353,8.930124706,8.836375882,8.929362353,8.928235294
NCBP1,9.658616471,9.692669412,9.761154706,9.671545294,9.710885882,9.704991176,9.645679412,9.636337059,10.03467118,9.178408824,9.152571765,9.093433529,9.377702353,9.227510588,9.323447059,9.750032941,9.752741765
NCBP2,8.588777647,8.56082,8.251668824,8.544087647,8.489600882,8.452786471,8.22196,8.333719412,8.512052353,9.560827059,9.581545882,9.552501176,9.803994706,10.06996412,9.871092353,9.498837059,9.332397647
NCBP2AS2,6.693118235,6.542140588,6.615358824,6.72596,6.590660588,6.424680588,6.675955882,6.683521765,6.560629412,6.569050588,6.89638,6.518765882,6.625063529,6.175145882,6.424799412,6.527471176,6.988392353
NCBP3,8.080717647,7.966285882,8.080717647,8.062738824,8.07847,8.056586471,8.213074706,8.242134706,8.136071765,7.855504706,7.843092353,8.127251765,7.748488824,7.722948824,7.898017353,7.959728235,7.89036
NCDN,5.91857,5.759770588,5.814302941,5.790217647,5.720154118,5.612012353,5.816862353,5.950412353,5.74917,5.426,5.743642353,5.433507647,5.7715,5.082355294,5.570158235,6.033998824,6.097448235
NCF1,4.291088235,4.027775882,4.435788824,4.414413529,4.303789412,4.404431765,4.437430882,4.313919412,4.086738235,4.486826471,4.405484118,4.260638824,4.352810588,4.70522,4.533393529,4.524527647,4.745348824
